"R00471"," Pyruvate +  Glyoxylate <=>  (4R)-4-Hydroxy-2-oxoglutarate"
"R00474"," 2-Oxoglutarate +  Glyoxylate <=>  CO2 +  2-Hydroxy-3-oxoadipate"
"R00477"," Oxaloacetate +  Glyoxylate <=>  3-Oxalomalate"
"R00478"," Glycine +  Glyoxylate <=>  erythro-3-Hydroxy-Ls-aspartate"
"R00479"," Succinate +  Glyoxylate <=>  Isocitrate"
"R00484"," CO2 +  Ammonia +  L-Aspartate <=>  H2O +  N-Carbamoyl-L-aspartate"
"R00485"," Ammonia +  L-Aspartate <=>  H2O +  L-Asparagine"
"R00486"," Ammonia +  L-Aspartate <=> 2 H2O +  3-Cyano-L-alanine"
"R00488"," Acetate +  L-Aspartate <=>  H2O +  N-Acetyl-L-aspartate"
"R00489"," CO2 +  beta-Alanine <=>  L-Aspartate"
"R00490"," Ammonia +  Fumarate <=>  L-Aspartate"
"R00491"," D-Aspartate <=>  L-Aspartate"
"R00494"," L-Glutamate +  Cys-Gly <=>  H2O +  Glutathione"
"R00499"," Succinate +  Glutathione <=>  H2O +  S-Succinylglutathione"
"R00522"," CO2 +  Formate <=>  Oxalate"
"R00524"," Ammonia +  Formate <=>  H2O +  Formamide"
"R00525"," L-Glutamate +  Formate <=>  H2O +  N-Formyl-L-glutamate"
"R00526"," L-Aspartate +  Formate <=>  H2O +  N-Formyl-L-aspartate"
"R00527"," Glutathione +  Formate <=>  H2O +  S-Formylglutathione"
"R00576"," L-Alanine +  2-Oxoglutaramate <=>  Pyruvate +  L-Glutamine"
"R00579"," D-Glutamine <=>  L-Glutamine"
"R00585"," L-Alanine +  Hydroxypyruvate <=>  Pyruvate +  L-Serine"
"R00588"," Glycine +  Hydroxypyruvate <=>  Glyoxylate +  L-Serine"
"R00589"," D-Serine <=>  L-Serine"
"R00590"," H2O +  Dehydroalanine <=>  L-Serine"
"R00749"," Ammonia +  Acetaldehyde <=>  Ethanolamine"
"R00750"," 4-Hydroxy-2-oxopentanoate <=>  Pyruvate +  Acetaldehyde"
"R00751"," Glycine +  Acetaldehyde <=>  L-Threonine"
"R00753"," Formate +  Acetaldehyde <=>  (S)-Lactate"
"R00775"," Glycine +  Urea <=>  H2O +  Guanidinoacetate"
"R00776"," Glyoxylate +  Urea <=>  (-)-Ureidoglycolate"
"R00777"," L-Aspartate +  Urea <=>  H2O +  N-Amidino-L-aspartate"
"R00778"," H2O +  Cyanamide <=>  Urea"
"R00782"," Ammonia +  Pyruvate +  Hydrogen sulfide <=>  H2O +  L-Cysteine"
"R00891"," H2O +  L-Cysteine <=>  L-Serine +  Hydrogen sulfide"
"R00895"," L-Glutamate +  Mercaptopyruvate <=>  2-Oxoglutarate +  L-Cysteine"
"R00896"," Glutamate +  Mercaptopyruvate <=>  2-Oxoglutarate +  L-Cysteine"
"R00897"," Acetate +  L-Cysteine <=>  Hydrogen sulfide +  O-Acetyl-L-serine"
"R00899"," Glycine +  L-Cysteine <=>  H2O +  Cys-Gly"
"R00903"," D-Cysteine <=>  L-Cysteine"
"R00905"," CO2 +  Ammonia +  beta-Alanine <=>  H2O +  3-Ureidopropionate"
"R00907"," Pyruvate +  beta-Alanine <=>  L-Alanine +  3-Oxopropanoate"
"R00908"," L-Glutamate +  3-Oxopropanoate <=>  2-Oxoglutarate +  beta-Alanine"
"R00909"," Acetate +  beta-Alanine <=>  H2O +  N-Acetyl-beta-alanine"
"R00913"," Urea +  beta-Alanine <=>  H2O +  3-Guanidinopropanoate"
"R00917","2 H2O +  3-Aminopropiononitrile <=>  Ammonia +  beta-Alanine"
"R00995"," Methyloxaloacetate <=>  CO2 +  2-Oxobutanoate"
"R00996"," Ammonia +  2-Oxobutanoate <=>  L-Threonine"
"R00997"," Ammonia +  2-Oxobutanoate <=>  H2O +  1-Aminocyclopropane-1-carboxylate"
"R00999"," Ammonia +  Succinate +  2-Oxobutanoate <=>  H2O +  O-Succinyl-L-homoserine"
"R01001"," Ammonia +  L-Cysteine +  2-Oxobutanoate <=>  H2O +  L-Cystathionine"
"R01082"," H2O +  Fumarate <=>  (S)-Malate"
"R01085"," Pyruvate +  Fumarate <=>  H2O +  3-Fumarylpyruvate"
"R01087"," Fumarate <=>  Maleic acid"
"R01148"," Pyruvate +  D-Glutamate <=>  2-Oxoglutarate +  D-Alanine"
"R01149"," Ammonia +  gamma-L-Glutamyl-D-alanine <=>  L-Glutamine +  D-Alanine"
"R01161"," L-Glutamate +  Imidazol-5-yl-pyruvate <=>  2-Oxoglutarate +  L-Histidine"
"R01166"," beta-Alanine +  L-Histidine <=>  H2O +  Carnosine"
"R01167"," CO2 +  Histamine <=>  L-Histidine"
"R01168"," Ammonia +  Urocanate <=>  L-Histidine"
"R01267"," H2O +  3-Cyano-L-alanine <=>  L-Asparagine"
"R01283"," Ammonia +  2-Oxobutanoate +  Hydrogen sulfide <=>  H2O +  L-Homocysteine"
"R01286"," Ammonia +  Pyruvate +  L-Homocysteine <=>  H2O +  L-Cystathionine"
"R01287"," Acetate +  L-Homocysteine <=>  Hydrogen sulfide +  O-Acetyl-L-homoserine"
"R01288"," Succinate +  L-Homocysteine <=>  Hydrogen sulfide +  O-Succinyl-L-homoserine"
"R01289"," H2O +  Cystathionine <=>  L-Serine +  L-Homocysteine"
"R01290"," H2O +  L-Cystathionine <=>  L-Serine +  L-Homocysteine"
"R01324"," Isocitrate <=>  Citrate"
"R01325"," H2O +  cis-Aconitate <=>  Citrate"
"R01390"," Dihydroxyfumarate <=>  CO2 +  Hydroxypyruvate"
"R01393"," CO2 +  Glycolaldehyde <=>  Hydroxypyruvate"
"R01394"," 2-Hydroxy-3-oxopropanoate <=>  Hydroxypyruvate"
"R01408"," H2O +  Hydrogen cyanide <=>  Formamide"
"R01410"," H2O +  alpha-Aminopropiononitrile <=>  Ammonia +  Acetaldehyde +  Hydrogen cyanide"
"R01447"," Pyruvate +  (S)-Malate <=>  Oxaloacetate +  (S)-Lactate"
"R01450"," (R)-Lactate <=>  (S)-Lactate"
"R01467"," D-Threonine <=>  L-Threonine"
"R01579"," Ammonia +  D-Glutamate <=>  H2O +  D-Glutamine"
"R01583"," H2O +  5-Oxo-D-proline <=>  D-Glutamate"
"R01611"," H2O +  Propynoate <=>  3-Oxopropanoate"
"R01645"," Pyruvate +  Succinate semialdehyde <=>  4-Hydroxy-2-oxo-heptanedioate"
"R01647"," 2,4-Dihydroxyhept-2-enedioate <=>  Pyruvate +  Succinate semialdehyde"
"R01648"," L-Glutamate +  Succinate semialdehyde <=>  2-Oxoglutarate +  4-Aminobutanoate"
"R01649"," CO2 +  Ammonia +  Acetate +  Succinate semialdehyde <=> 2 H2O +  2-(Acetamidomethylene)succinate"
"R01650"," H2O +  gamma-Amino-gamma-cyanobutanoate <=>  Ammonia +  Succinate semialdehyde +  Hydrogen cyanide"
"R01736"," Glutathione +  (R)-Lactate <=>  H2O +  (R)-S-Lactoylglutathione"
"R01751"," CO2 +  D-Glycerate <=>  (R,R)-Tartaric acid"
"R01782"," Pyruvate +  Glycolaldehyde <=>  2-Dehydro-3-deoxy-D-xylonate"
"R01784"," Pyruvate +  Glycolaldehyde <=>  2-Dehydro-3-deoxy-L-arabinonate"
"R01867"," Succinate +  Orotate <=>  Fumarate +  (S)-Dihydroorotate"
"R01874"," Ammonia +  Pyruvate +  Hydrogen sulfide <=>  H2O +  D-Cysteine"
"R01887"," Ammonia +  Glutamate <=> 2 H2O +  gamma-Amino-gamma-cyanobutanoate"
"R01900"," H2O +  cis-Aconitate <=>  Isocitrate"
"R01987"," H2O +  4-Acetamidobutanoate <=>  Acetate +  4-Aminobutanoate"
"R01990"," Urea +  4-Aminobutanoate <=>  H2O +  4-Guanidinobutanoate"
"R01992"," L-Histidine +  4-Aminobutanoate <=>  H2O +  Homocarnosine"
"R01993"," N-Carbamoyl-L-aspartate <=>  H2O +  (S)-Dihydroorotate"
"R02139"," 3-Oxo-3-ureidopropanoate <=>  H2O +  Barbiturate"
"R02243"," CO2 +  Itaconate <=>  cis-Aconitate"
"R02244"," cis-Aconitate <=>  trans-Aconitate"
"R02269"," 3-Ureidopropionate <=>  H2O +  5,6-Dihydrouracil"
"R02278"," H2O +  2,5-Dioxopentanoate <=>  2-Dehydro-3-deoxy-L-arabinonate"
"R02279"," H2O +  CO2 +  2,5-Dioxopentanoate <=>  5-Dehydro-4-deoxy-D-glucarate"
"R02280"," Ammonia +  2,5-Dioxopentanoate <=>  H2O +  1-Pyrroline-4-hydroxy-2-carboxylate"
"R02284"," N-Carbamoyl-L-aspartate <=>  H2O +  L-5-Carboxymethylhydantoin"
"R02285"," L-Glutamate +  Formamide <=>  H2O +  N-Formimino-L-glutamate"
"R02286"," Ammonia +  N-Formyl-L-glutamate <=>  H2O +  N-Formimino-L-glutamate"
"R02288"," N-Formimino-L-glutamate <=>  H2O +  4-Imidazolone-5-propanoate"
"R02419"," H2O +  Maleic acid <=>  (R)-Malate"
"R02422"," Urea +  (-)-Ureidoglycolate <=>  H2O +  Allantoate"
"R02423"," CO2 +  Ammonia +  (S)-Ureidoglycine <=>  H2O +  Allantoate"
"R02425"," Allantoate <=>  H2O +  (S)-Allantoin"
"R02427"," D-Xylonate <=>  H2O +  D-Xylonolactone"
"R02428"," D-Xylonate <=>  H2O +  D-Xylono-1,4-lactone"
"R02429"," H2O +  2-Dehydro-3-deoxy-D-xylonate <=>  D-Xylonate"
"R02508"," L-Cysteine +  O-Succinyl-L-homoserine <=>  Succinate +  Cystathionine"
"R02522"," H2O +  2-Dehydro-3-deoxy-L-arabinonate <=>  L-Arabinonate"
"R02526"," L-Arabinonate <=>  H2O +  L-Arabinono-1,4-lactone"
"R02530"," Glutathione +  Methylglyoxal <=>  (R)-S-Lactoylglutathione"
"R02546"," meso-Tartaric acid <=>  (R,R)-Tartaric acid"
"R02547"," meso-Tartaric acid <=>  H2O +  trans-2,3-Epoxysuccinate"
"R02601"," 4-Hydroxy-2-oxopentanoate <=>  H2O +  2-Hydroxy-2,4-pentadienoate"
"R02602"," CO2 +  2-Hydroxy-2,4-pentadienoate <=>  gamma-Oxalocrotonate"
"R02603"," H2O +  2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate <=>  Succinate +  2-Hydroxy-2,4-pentadienoate"
"R02604"," H2O +  2-Hydroxymuconate semialdehyde <=>  Formate +  2-Hydroxy-2,4-pentadienoate"
"R02714"," D-Arabinonate <=>  H2O +  D-Arabinono-1,4-lactone"
"R02752"," H2O +  5-Dehydro-4-deoxy-D-glucarate <=>  D-Glucarate"
"R02754"," Pyruvate +  2-Hydroxy-3-oxopropanoate <=>  5-Dehydro-4-deoxy-D-glucarate"
"R02763"," 3-Carboxy-2-hydroxymuconate semialdehyde <=>  CO2 +  2-Hydroxymuconate semialdehyde"
"R02846"," Hydrogen sulfide +  3-Cyano-L-alanine <=>  Cyanide ion +  Cysteine"
"R02914"," H2O +  Urocanate <=>  4-Imidazolone-5-propanoate"
"R02948"," CO2 +  (R)-Acetoin <=>  (S)-2-Acetolactate"
"R02949"," (S)-Acetoin <=>  (R)-Acetoin"
"R03032"," H2O +  2-Dehydro-3-deoxy-D-xylonate <=>  D-Arabinonate"
"R03052"," 3-Hydroxy-3-methyl-2-oxobutanoic acid <=>  2-Acetolactate"
"R03106"," Pyruvate +  Thiocyanate <=>  Mercaptopyruvate +  Hydrogen cyanide"
"R03127"," CO2 +  2-Hydroxy-3-oxopropanoate <=>  Dihydroxyfumarate"
"R03128"," 2-Hydroxy-3-oxosuccinate <=>  Dihydroxyfumarate"
"R03180"," Ammonia +  4-Guanidinobutanoate <=>  H2O +  4-Guanidinobutanamide"
"R03188"," Ammonia +  N-Formyl-L-aspartate <=>  H2O +  N-Formimino-L-aspartate"
"R03217"," Acetate +  L-Cystathionine <=>  L-Cysteine +  O-Acetyl-L-homoserine"
"R03260"," Succinate +  L-Cystathionine <=>  L-Cysteine +  O-Succinyl-L-homoserine"
"R03266"," L-Glutamate +  4-Hydroxy-2-oxoglutarate <=>  2-Oxoglutarate +  4-Hydroxy-L-glutamate"
"R03277"," 2-Dehydro-3-deoxy-D-glucarate <=>  Pyruvate +  2-Hydroxy-3-oxopropanoate"
"R03524"," Hydrogen sulfide +  3-Cyano-L-alanine <=>  L-Cysteine +  Hydrogen cyanide"
"R03540"," H2O +  Maleamate <=>  Ammonia +  Maleic acid"
"R03542"," Ammonia +  Alanine <=> 2 H2O +  alpha-Aminopropiononitrile"
"R03546"," CO2 +  Carbamate <=>  H+ +  HCO3- +  Cyanate"
"R03693"," H2O +  Mesaconate <=>  (S)-2-Methylmalate"
"R03694"," L-threo-3-Methylmalate <=>  H2O +  Mesaconate"
"R03696"," Ammonia +  Mesaconate <=>  L-threo-3-Methylaspartate"
"R03868"," 3-Fumarylpyruvate <=>  Maleylpyruvate"
"R03887"," Ammonia +  gamma-Oxalocrotonate <=>  H2O +  2-Aminomuconate"
"R03896"," H2O +  2-Methylmaleate <=>  (R)-2-Methylmalate"
"R03897"," D-threo-3-Methylmalate <=>  H2O +  2-Methylmaleate"
"R03898"," D-erythro-3-Methylmalate <=>  H2O +  2-Methylmaleate"
"R03925"," (R)(-)-Allantoin <=>  (S)-Allantoin"
"R03966"," gamma-Oxalocrotonate <=>  2-Hydroxymuconate"
"R03970"," H2O +  gamma-Glutamyl-beta-cyanoalanine <=>  L-Glutamate +  3-Cyano-L-alanine"
"R03971"," H2O +  gamma-Glutamyl-beta-aminopropiononitrile <=>  L-Glutamate +  3-Aminopropiononitrile"
"R03995"," H2O +  Parapyruvate <=>  CO2 +  (R)-2-Methylmalate"
"R04131"," 4-Hydroxy-2-oxo-heptanedioate <=>  H2O +  2-Oxohept-3-enedioate"
"R04132"," 2,4-Dihydroxyhept-2-enedioate <=>  H2O +  2-Oxohept-3-enedioate"
"R04133"," CO2 +  2-Oxohept-3-enedioate <=>  5-Carboxy-2-oxohept-3-enedioate"
"R04134"," 2-Hydroxyhepta-2,4-dienedioate <=>  2-Oxohept-3-enedioate"
"R04177"," H2O +  Acetylenedicarboxylate <=>  2-Hydroxyethylenedicarboxylate"
"R04214"," H2O +  4-Imidazolone-5-acetate <=>  N-Formimino-L-aspartate"
"R04223"," CO2 +  4-Hydroxy-2-oxopentanoate <=>  H2O +  gamma-Oxalocrotonate"
"R04269"," L-Glutamate +  Methyloxaloacetate <=>  2-Oxoglutarate +  L-threo-3-Methylaspartate"
"R04277"," (1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate <=>  H2O +  2-Pyrone-4,6-dicarboxylate"
"R04282"," Formylisoglutamine <=>  H2O +  4-Imidazolone-5-propanoate"
"R04379"," 5-Carboxy-2-oxohept-3-enedioate <=>  5-Carboxymethyl-2-hydroxymuconate"
"R04380"," CO2 +  2-Hydroxyhepta-2,4-dienedioate <=>  5-Carboxy-2-oxohept-3-enedioate"
"R04399"," H2O +  (1E,3E)-4-Hydroxybuta-1,3-diene-1,2,4-tricarboxylate <=>  4-Carboxy-4-hydroxy-2-oxoadipate"
"R04424"," H2O +  (Z)-But-2-ene-1,2,3-tricarboxylate <=>  2-Methylcitrate"
"R04425"," H2O +  (Z)-But-2-ene-1,2,3-tricarboxylate <=>  (2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate"
"R04446"," 2-Oxo-4-hydroxy-5-aminovalerate <=>  H2O +  1-Pyrroline-4-hydroxy-2-carboxylate"
"R04447"," H2O +  Pyrrole-2-carboxylate <=>  1-Pyrroline-4-hydroxy-2-carboxylate"
"R04478"," H2O +  (1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate <=>  4-Carboxy-4-hydroxy-2-oxoadipate"
"R04482"," (1E,3E)-4-Hydroxybuta-1,3-diene-1,2,4-tricarboxylate <=>  4-Carboxy-2-oxo-3-hexenedioate"
"R04488"," Formate +  4-Methylene-2-oxoglutarate <=>  H2O +  4-Carboxy-2-hydroxymuconate semialdehyde"
"R04489"," 4-Carboxy-2-hydroxymuconate semialdehyde <=>  2-Hydroxy-2-hydropyrone-4,6-dicarboxylate"
"R04781"," H2O +  4-Carboxy-2-oxo-3-hexenedioate <=>  4-Carboxy-4-hydroxy-2-oxoadipate"
"R04874"," CO2 +  Imidazole-4-acetaldehyde <=>  Imidazol-5-yl-pyruvate"
"R04875"," N-Carbamyl-L-glutamate <=>  H2O +  Hydantoin-5-propionate"
"R04895"," 4-Hydroxy-2-oxo-heptanedioate <=>  H2O +  2-Hydroxyhepta-2,4-dienedioate"
"R05052"," L-Glutamate +  (4R)-4-Hydroxy-2-oxoglutarate <=>  2-Oxoglutarate +  L-erythro-4-Hydroxyglutamate"
"R05053"," Oxaloacetate +  L-erythro-4-Hydroxyglutamate <=>  D-Aspartate +  (4R)-4-Hydroxy-2-oxoglutarate"
"R05069"," (R)-3-Hydroxy-3-methyl-2-oxopentanoate <=>  (S)-2-Aceto-2-hydroxybutanoate"
"R05071"," 3-Hydroxy-3-methyl-2-oxobutanoic acid <=>  (S)-2-Acetolactate"
"R05077"," H2O +  4-Hydroxy-4-methylglutamate <=>  Ammonia +  Parapyruvate"
"R05078"," H2O +  4-Methylene-2-oxoglutarate <=>  Parapyruvate"
"R05079"," H2O +  4-Methyl-L-glutamate <=>  Ammonia +  4-Methylene-2-oxoglutarate"
"R05138"," H2O +  2-Hydroxy-6-keto-2,4-heptadienoate <=>  Acetate +  2-Hydroxy-2,4-pentadienoate"
"R05380"," H2O +  Acetylene <=>  Acetaldehyde"
"R05381"," Diethanolamine <=>  Acetaldehyde +  Ethanolamine"
"R05382"," Acetaldehyde +  Diethanolamine <=>  Triethanolamine"
"R05554"," Ammonia +  (-)-Ureidoglycolate <=>  H2O +  (S)-Ureidoglycine"
"R05561"," Carbonic acid +  Biuret <=> 2 H2O +  Cyanuric acid"
"R05562"," CO2 +  Ammonia +  Urea <=>  H2O +  Biuret"
"R05563"," Ammonia +  Urea-1-carboxylate <=>  H2O +  Biuret"
"R05608"," H2O +  5-Dehydro-4-deoxy-D-glucarate <=>  D-Galactarate"
"R05758"," Ammonia +  Oxaloacetate <=>  threo-3-Hydroxy-L-aspartate"
"R05780"," Ammonia +  HO- +  Carbonyl sulfide <=> 2 H2O +  Thiocyanate"
"R05781"," Maleamate <=>  H2O +  Maleimide"
"R06063"," CO2 +  (R)(-)-Allantoin <=>  H2O +  H+ +  5-Hydroxyisourate"
"R06064"," CO2 +  (S)-Allantoin <=>  H2O +  H+ +  5-Hydroxyisourate"
"R06171"," Glycine +  Acetaldehyde <=>  L-Allothreonine"
"R06601"," 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate <=>  H2O +  5-Hydroxyisourate"
"R06604"," CO2 +  (S)-Allantoin <=>  5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate"
"R06605"," CO2 +  (R)(-)-Allantoin <=>  H+ +  5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate"
"R06614"," CO2 +  3-Aminopropiononitrile <=>  3-Cyano-L-alanine"
"R06789"," Fumarate +  2-Hydroxy-2,4-pentadienoate <=>  H2O +  2-Hydroxy-6-ketononatrienedioate"
"R06897"," 2,4-Dihydroxyhept-2-enedioate <=>  H2O +  2-Hydroxyhepta-2,4-dienedioate"
"R06967"," Ammonia +  Cyanuric acid <=>  H2O +  Ammelide"
"R06968"," Ammonia +  Ammeline <=>  H2O +  Melamine"
"R06969"," Ammonia +  Ammelide <=>  H2O +  Ammeline"
"R06973"," CO2 +  Acetaldehyde <=>  3-Oxopropanoate"
"R07305"," CO2 +  Biuret <=>  H2O +  Cyanuric acid"
"R07316"," CO2 +  Ammonia <=>  Carbamate"
"R07419"," L-Glutamate +  4-Aminobutanoate <=>  H2O +  4-(L-gamma-Glutamylamino)butanoate"
"R07629"," Urea +  Malonate <=>  H2O +  3-Oxo-3-ureidopropanoate"
"R07651","2 D-Alanine <=>  H2O +  D-Alanyl-D-alanine"
"R07839"," (1E,3E)-4-Hydroxybuta-1,3-diene-1,2,4-tricarboxylate <=>  (1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate"
"R08056"," H2O +  2-Dehydro-3-deoxy-D-glucarate <=>  D-Glucarate"
"R08195"," Glycine +  Acetaldehyde <=>  D-Threonine"
"R08196"," Glycine +  Acetaldehyde <=>  D-Allothreonine"
"R08632"," L-Cysteine +  2-Aminobut-2-enoate <=>  L-Cystathionine"
"R08633"," Hydrogen sulfide +  2-Aminobut-2-enoate <=>  L-Homocysteine"
"R08637"," Ammonia +  2-Oxobutanoate <=>  H2O +  2-Aminobut-2-enoate"
"R08648"," CO2 +  (S)-2-Aceto-2-hydroxybutanoate <=>  Pyruvate +  2-Oxobutanoate"
"R08698"," Ammonia +  Pyruvate <=>  H2O +  Dehydroalanine"
"R09094"," CO2 <=>  Formate"
"R09126"," Formate +  Maleamate <=>  H2O +  N-Formylmaleamic acid"
"R09186"," H2O +  2,5-Dioxopentanoate <=>  2-Dehydro-3-deoxy-D-xylonate"
"R09253"," Ammonia +  2,5-Dioxopentanoate <=>  2-Oxo-4-hydroxy-5-aminovalerate"
"R09483"," CO2 +  Acetate <=>  Malonate"
"R09648"," Ammonia +  beta-Alanine <=>  H2O +  beta-Alaninamide"
"R09683"," Ammonia +  Oxaloacetate <=>  threo-3-Hydroxy-D-aspartate"
"R09717"," Glycine +  Glyoxylate <=>  threo-3-Hydroxy-D-aspartate"
"R09718"," Glycine +  Glyoxylate <=>  D-erythro-3-Hydroxyaspartate"
"R09751"," H2O +  Nitrate + 2 Nitric oxide <=> 3 Nitrite"
"R09794"," CO2 +  Pyrrole <=>  Pyrrole-2-carboxylate"
"R09795"," HCO3- +  Pyrrole <=>  H2O +  Pyrrole-2-carboxylate"
"R09796"," H2O +  Methylglyoxal <=>  (R)-Lactate"
"R09980"," Carbamate +  Aminoacrylate <=>  H2O +  Ureidoacrylate"
"R09983"," Ammonia +  3-Oxopropanoate <=>  H2O +  Aminoacrylate"
"R10079","2 CO2 +  Ammonia <=>  H+ +  HCO3- +  Cyanate"
"R10092"," H2O +  CO2 <=>  H+ +  HCO3-"
"R10111"," Nitrite +  2-Oxo-3-(5-oxofuran-2-ylidene)propanoate <=>  4-Nitro-6-oxohepta-2,4-dienedioate"
"R10135"," Maleylpyruvate <=>  H2O +  2-Oxo-3-(5-oxofuran-2-ylidene)propanoate"
"R10153"," 3-Aminopentanedioate <=>  L-Glutamate"
"R10178"," L-Alanine +  Succinate semialdehyde <=>  Pyruvate +  4-Aminobutanoate"
"R10179"," Glycine +  Succinate semialdehyde <=>  Glyoxylate +  4-Aminobutanoate"
"R10245"," Ammonia +  Glyoxylate <=>  H2O +  Iminoglycine"
"R10283"," Pyruvate +  Glyoxylate <=>  (4S)-4-Hydroxy-2-oxoglutarate"
"R10305"," Acetate +  L-Cystathionine <=>  L-Homocysteine +  O-Acetyl-L-serine"
"R10471","2 H2O +  Nitrogen <=>  Ammonia +  Nitrite"
"R10534"," Hydrogen sulfide +  Carbonyl sulfide <=>  H2O +  Carbon disulfide"
"R10535"," CO2 +  Hydrogen sulfide <=>  H2O +  Carbonyl sulfide"
"R10538"," CO2 + 2 Hydrogen sulfide <=> 2 H2O +  Carbon disulfide"
"R10687"," L-Glutamate +  N-Acetyl-L-aspartate <=>  H2O +  N-Acetylaspartylglutamate"
"R10688"," L-Glutamate +  N-Acetylaspartylglutamate <=>  H2O +  N-Acetylaspartylglutamylglutamate"
"R10691"," Pyruvate +  (S)-Lactate <=>  H2O +  2,4-Diketo-3-deoxy-L-fuconate"
"R10846"," D-Galactaro-1,4-lactone <=>  D-Galactaro-1,5-lactone"
"R10847"," 5-Dehydro-4-deoxy-D-glucarate <=>  D-Galactaro-1,4-lactone"
